"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26"
0,6.18309809836343,6.08027676495807,6.91726286416705,5.1990299552566,5.0067650261977,5.57492071859931,4.90690349288483,6.76181325404653,8.11993495070716,6.22661521944483,6.40449180633662,6.66966166751468,5.81033086180446,8.44056523900516,5.94925385395867,8.64724100755476,7.57752610390376,6.68964023723631,4.86010010665754,6.4583706154243,7.69852016865693,5.83273026512556,5.13502502058982,12.5786268353997,7.89592993125871
6.18309809836343,0,6.9434711785198,8.85268201481822,7.39117590488612,8.78142801512501,6.61229991039631,3.4537451367207,7.84655135008136,6.44179444978094,6.27481291197157,6.69250930258856,8.51761341005372,8.74874580099235,6.63759594268069,7.75767307649187,6.2700314505887,6.39810614226957,9.72804707191947,4.48667288111787,5.88195567449872,10.4981400357072,3.99067880431349,2.49782000046085,9.93931071662576,6.01890930723606
6.08027676495807,6.9434711785198,0,5.99741620499589,5.1511780911395,7.14064694367842,6.69986361218423,6.01527992867123,5.69492563753038,9.92509994696186,3.97212989600414,4.26116959767733,4.26209112674167,5.56268024226953,11.3210719751453,4.55955052589112,6.58951769184627,5.4481660935655,4.90977094396322,6.53497167863666,3.28611999482409,6.31305807533634,8.2669267668605,6.87424464832318,15.2702454231162,9.82217304155786
6.91726286416705,8.85268201481822,5.99741620499589,0,6.79082134655933,5.85961496545667,6.95680807265262,7.78459084831762,6.04345000757062,11.4904474410225,5.69952810855842,7.13588109757772,6.81234300618342,5.10336545232072,11.4579671051072,6.96063855072916,9.31085848361999,8.74145214708289,5.46256583318783,9.18045574908962,5.71376216788627,6.20491666011959,9.32828287061051,8.53689534254077,16.2444216764739,11.555107147352
5.1990299552566,7.39117590488612,5.1511780911395,6.79082134655933,0,7.80704995064791,5.31197932291779,6.56057423033784,5.18904385432741,10.8858324449287,4.78900561235247,6.08490825498278,5.6776796429544,6.91360401815346,11.7222677772024,5.71211130964641,8.68488233856413,5.52529155159162,5.92933232772614,6.33775203339429,5.95479036814067,5.26083774448171,8.82446585415716,7.26353079895952,15.1292186848665,11.0713672324332
5.0067650261977,8.78142801512501,7.14064694367842,5.85961496545667,7.80704995064791,0,7.27572667995693,7.16951398503058,8.24024452032063,10.0141427651564,7.54105462645135,7.80568371921222,7.58950520760816,3.70088114017192,9.89564610020386,7.60515569510236,10.3788840066804,9.44721304903382,7.03855588537959,7.51919686974049,7.44535906040378,7.94399373899311,8.2697574099645,7.5983397282171,14.7832004867727,9.7105639008384
5.57492071859931,6.61229991039631,6.69986361218423,6.95680807265262,5.31197932291779,7.27572667995693,0,5.88618662667564,5.8066511501822,10.6964791328601,6.09246979168531,5.93457955601122,7.15036937966477,6.50031301064411,9.84985039951718,6.65109358647985,9.06838470890765,5.99644150318192,7.02532117005072,5.30046265674348,6.03456755960787,6.72478745579415,7.54989141960631,5.93031140576577,14.5315380020278,10.2818829453563
4.90690349288483,3.4537451367207,6.01527992867123,7.78459084831762,6.56057423033784,7.16951398503058,5.88618662667564,0,6.42455571309767,7.17634326850632,5.32649969303445,5.82127010138323,6.97621118386859,7.13563306997954,6.63742643949839,5.91044371056937,6.51643741708355,5.9939563056134,8.15958599747776,4.06928700407846,5.22345103007713,9.50255043842602,3.49449573487156,2.97799105858749,11.5340076979575,5.85566613115213
6.76181325404653,7.84655135008136,5.69492563753038,6.04345000757062,5.18904385432741,8.24024452032063,5.8066511501822,6.42455571309767,0,11.4959001074808,3.02313499180423,6.31705362075448,4.45057741972979,6.8131562796902,12.1480619284415,3.87375302553994,8.72068638434528,5.59981705166954,5.29319774262861,7.28577578777998,4.63434476981177,5.83058499882407,8.73822122761235,7.65576408010497,16.533169544663,11.3780768709747
8.11993495070716,6.44179444978094,9.92509994696186,11.4904474410225,10.8858324449287,10.0141427651564,10.6964791328601,7.17634326850632,11.4959001074808,0,9.98037147419846,9.19700124400676,11.4629547048822,11.2347508338441,6.88413518228179,10.4240189592201,7.0199421161985,10.9354702247504,12.5999398063945,7.61502612115711,9.36914265549096,13.9233850236555,5.3700287384875,6.23840046309722,7.56747562028261,4.49422491321548
